time	Mslp	P5_f	P5_u	P5_v	P5_z	P5th	P5zh	P8_f	P8_u	P8_v	P8_z	P8th	P8zh	P500	P850	P_f	P_u	P_v	P_z	P_th	P_zh	R500	R850	Rhum	Shum	Temp	precipitation	clazz
1987-03-05	0.646	1.339	1.26	0.678	-0.614	82.87	-0.605	0.368	1.081	0.447	-0.89	67.3	-0.29	-0.261	0.643	-0.911	1.306	0.58	-0.841	50.14	-0.767	-0.862	-1.009	-0.998	-0.908	-0.641	0	-1
1987-03-06	-0.033	1.339	1.237	1.144	-0.261	78.95	-1.058	1.759	2.029	1.037	-1.045	65.49	-1.132	-0.368	-0.044	-0.179	1.816	0.866	-0.531	58.42	-1.127	1.424	-1.645	-0.582	-0.499	-0.363	0	-1
1987-03-07	0.038	0.775	0.802	0.678	0.619	80.77	-0.605	0.859	1.46	0.447	-1.252	72.87	-0.29	-0.719	-0.121	-0.555	-0.024	0.386	-0.652	284.37	-0.107	-0.455	-0.038	0.065	-0.901	-0.894	0	-1
1987-03-08	0.086	0.493	0.596	-0.021	-0.173	87.05	-0.153	0.941	1.46	0.816	-1.303	63.03	-0.711	-0.436	0.169	-0.982	0.776	0.81	-0.219	181.9	-0.977	-0.726	-0.468	0.642	-0.377	-0.386	0	-1
1987-03-09	0.11	0.634	0.71	0.057	-0.746	86.04	-0.153	0.45	1.27	0.004	-0.89	85.72	0.131	-0.329	0.185	-1.048	0.304	-0.058	-0.252	256.09	-0.017	-0.963	-0.133	0.596	-0.507	-0.567	15	1
1987-03-10	0.001	0.775	0.825	-0.176	-0.57	88.91	0.299	0.859	1.586	0.004	-0.321	87.05	0.131	-0.387	-0.014	-0.845	0.224	-0.385	0.618	239.85	0.343	-0.596	-0.391	1.243	-0.68	-0.819	3	1
1987-03-11	0.399	0.634	0.688	0.134	-0.614	85.23	-0.153	0.614	1.397	0.004	-0.735	84.99	-0.29	-0.348	0.231	-0.575	-0.054	0.075	-0.32	270.61	-0.107	-0.797	0.417	0.781	-0.805	-0.857	3	1
1987-03-12	0.103	0.549	0.642	0.134	-0.35	85.1	-0.153	1.105	1.586	0.816	-1.045	64.93	-1.132	-0.134	0.231	-1.023	1.104	0.611	-0.36	37.38	-0.947	-0.006	-1.147	0.758	-0.244	-0.278	1	1
1987-03-13	-0.206	0.69	0.756	0.057	-0.614	86.17	-0.153	1.023	1.586	0.742	-0.528	66.74	-0.711	0.012	0.001	-0.967	1.264	0.514	0.628	59.87	-0.737	0.059	-1.774	0.457	-0.127	-0.222	0	-1
1987-03-14	0.086	1.057	1.054	0.445	-0.57	83.77	-0.605	0.777	1.523	-0.07	-0.425	87.72	0.131	-0.231	0.001	-0.509	-0.05	-0.364	0.306	247.9	0.643	0.792	-0.382	0.942	-0.722	-0.828	9	1
1987-03-15	0.365	1.198	1.146	0.523	0.311	83.43	-0.605	1.023	1.713	0.004	-0.063	86	0.131	-0.641	0.078	-0.484	-0.123	0.008	-0.424	267.46	-0.017	0.68	1.019	1.173	-0.76	-0.866	37	1
1987-03-16	-0.033	1.142	1.054	1.454	-0.394	75.56	-1.51	1.759	2.092	0.89	-0.321	69.54	-0.711	-0.514	-0.166	-1.14	0.902	0.641	-0.232	8.99	-0.677	1.276	0.254	0.804	-0.267	-0.302	22	1
1987-03-17	0.111	0.803	0.779	1.454	1.368	73.39	-1.058	0.859	1.523	0.447	0.092	72.57	-0.29	-0.533	0.124	-1.516	0.673	0.085	-0.551	285.21	-0.287	1.501	0.314	0.781	-0.47	-0.563	22	1
1987-03-18	0.193	0.323	0.436	0.367	1.192	82.09	-0.605	-0.287	0.449	0.521	-0.27	46.86	-0.711	-0.475	0.215	-0.626	0.285	0.912	-0.397	320.47	-0.977	-0.685	0.426	1.289	-0.221	-0.369	1	1
1987-03-19	-0.511	0.634	0.665	0.911	0.531	77.71	-1.058	1.432	1.776	1.037	-0.528	62.25	-1.132	-0.845	-0.548	-1.043	1.043	0.677	0.299	21.71	-0.617	0.331	-1.13	0.527	-0.141	-0.208	7	1
1987-03-20	-0.272	0.521	0.573	0.833	0.355	78.22	-0.605	0.614	1.27	0.742	0.505	63.14	-0.711	-0.855	-0.38	-0.408	-0.18	-0.089	0.722	264.55	-0.017	-0.118	0.262	1.427	-0.305	-0.46	22	1
1987-03-21	0.402	0.408	0.504	0.6	0.443	79.81	-0.605	-0.45	0.449	0.225	0.195	63.21	-0.29	-0.319	0.582	-0.26	-0.271	-0.221	-0.242	259.06	0.103	1.158	-0.081	0.988	-0.438	-0.496	6	1
1987-03-22	0.293	0.182	0.321	0.6	-0.173	78.62	-0.605	0.695	1.144	1.037	-1.355	52.57	-1.132	0.051	0.795	-1.089	0.856	0.703	0.144	22.45	-1.037	0.39	-0.33	0.965	-0.179	-0.228	0	-1
1987-03-23	-0.351	0.944	0.917	1.066	-0.041	78.21	-1.058	1.596	2.029	0.742	-0.631	70.84	-0.711	-0.387	0.001	-1.003	1.291	0.412	0.948	68.88	-0.527	0.319	-0.45	-0.097	-0.009	-0.008	10	1
1987-03-24	0.363	0.549	0.642	-0.098	1.236	87.57	-0.153	0.532	1.333	-0.217	0.35	91.02	0.552	-0.845	0.078	0.502	-0.774	-0.568	-0.599	252.38	0.643	0.957	1.251	0.665	-0.969	-1.13	125	1
1987-03-25	1.334	0.86	0.894	-0.098	0.135	87.87	0.299	-0.532	0.196	-0.734	0.299	148.78	0.973	-1.04	0.628	2.363	-2.02	-1.498	-0.8	247.26	1.453	1.454	1.44	1.45	-1.372	-1.736	55	1
1987-03-26	1.509	0.944	0.939	-0.953	-0.438	95.27	1.204	-0.368	0.638	-0.365	-0.631	103.41	0.131	-0.67	1.04	0.665	-0.957	-0.395	-0.259	259.26	0.433	-0.856	0.847	-0.767	-1.386	-1.336	11	1
1987-03-27	1.085	0.267	0.39	0.29	0.267	82.8	-0.153	-0.532	0.322	0.373	-0.993	51.37	-0.29	-0.144	1.208	0.024	-0.42	0.585	0.779	287.98	-0.437	0.325	0.787	-0.328	-0.673	-0.605	1	1
1987-03-28	0.772	0.041	0.23	-0.176	-1.142	87.85	-0.153	0.532	1.144	0.668	-1.355	61.16	-0.711	0.645	1.36	-0.957	0.616	0.611	0.148	142.27	-0.617	-0.496	-0.038	0.596	-0.196	-0.191	0	-1
1987-03-29	0.785	-0.213	0.001	0.367	-0.878	78.18	-0.605	0.695	1.27	0.816	-1.613	61.08	-0.711	1.054	1.559	-1.262	0.662	0.427	-0.121	330.41	-0.467	-0.809	-0.477	1.219	-0.353	-0.436	1	1
1987-03-30	0.806	-0.044	0.161	0.367	-1.318	80.26	-0.153	0.368	1.144	0.373	-1.148	70.6	-0.29	0.967	1.528	-1.404	0.814	0.34	-0.491	178.76	-0.227	-1.099	-0.932	1.035	-0.228	-0.355	0	-1
1987-03-31	1.095	0.069	0.23	0.212	-0.085	82.49	-0.153	-0.368	0.575	0.078	-0.683	75.56	0.131	0.441	1.284	0.426	-0.755	-0.42	-0.464	255.94	0.463	-0.466	0.778	0.573	-0.911	-0.894	0	-1
1987-04-01	0.461	0.041	0.207	0.29	0.135	81.28	-0.605	0.532	1.27	0.373	-0.838	72.16	-0.711	-0.222	0.49	-0.814	0.148	0.136	-0.141	279.98	-0.077	-0.366	0.151	-0.305	-0.826	-0.651	0	-1
1987-04-02	0.082	0.549	0.596	0.989	-0.57	76.44	-1.058	0.286	1.081	0.299	-0.115	73.37	-0.29	-0.602	0.001	0.197	-0.553	-0.594	1.042	251.92	0.523	0.526	0.649	0.411	-0.615	-0.677	0	-1
1987-04-03	0.301	0.464	0.527	0.756	0.267	78.35	-0.605	-0.696	0.259	0.299	0.505	46.63	-0.29	-0.874	-0.105	0.528	-0.85	-0.4	-0.424	258.58	0.343	0.225	1.217	1.058	-0.728	-0.727	5	1
1987-04-04	0.278	-0.213	0.001	0.212	1.148	80.72	-0.153	-0.614	-0.183	0.594	-0.27	173.72	-0.711	-0.543	0.261	0.03	-0.485	0.381	-0.057	280.82	-0.467	1.548	1.234	0.85	-0.268	-0.266	2	1
1987-04-05	0.014	-0.58	-0.343	0.678	0.663	66.36	-0.605	0.204	0.322	1.185	-0.838	22.51	-1.132	-0.066	0.414	-0.784	0.837	1.004	0.218	183.53	-1.247	1.265	-0.236	1.289	0.196	0.005	1	1
1987-04-06	-0.099	-0.326	-0.206	1.299	0.752	59.24	-1.058	0.45	0.701	1.185	-0.166	36.66	-1.132	-0.076	0.292	-0.936	0.837	0.856	0.138	182.09	-0.977	0.839	-0.477	1.173	0.197	0.009	0	-1
1987-04-07	-0.118	-0.382	-0.206	0.989	0.487	65.08	-1.058	0.204	0.828	0.668	-0.373	54.55	-0.711	-0.007	0.322	-1.226	0.837	0.56	0.558	175.94	-0.437	0.615	-0.519	1.289	0.176	-0.044	12	1
1987-04-08	0.023	-0.157	0.001	0.989	-0.394	69.79	-1.058	0.368	0.701	1.037	-1.613	41.37	-1.132	0.382	0.704	-0.987	0.765	0.805	0.474	353.09	-0.797	1.052	-0.502	1.658	0.175	-0.032	0	-1
1987-04-09	-0.152	0.013	0.184	0.6	0.091	77.23	-0.605	0.45	1.017	0.816	-0.528	55.53	-0.711	0.324	0.414	-1.18	1.146	0.355	0.171	59.12	-0.527	0.597	-0.236	0.642	0.252	0.109	0	-1
1987-04-10	-0.421	-0.015	0.184	0.057	0.443	84.93	-0.153	0.368	1.017	0.594	0.04	62.9	-0.29	0.129	-0.014	-1.308	1.024	0.391	0.48	46.15	-0.347	-0.714	-0.296	1.243	0.283	0.034	0	-1
1987-04-11	-0.147	0.267	0.413	-0.098	-0.085	87.62	-0.153	0.286	1.144	0.152	0.557	80.05	0.131	0.08	-0.166	0.121	-0.431	-0.742	0.682	242.43	0.883	0.089	0.658	1.058	-0.43	-0.502	2	1
1987-04-12	0.751	0.831	0.871	-0.098	-0.702	88.21	0.299	-0.696	0.322	-0.513	0.712	123.3	0.552	-0.007	0.292	1.57	-1.456	-1.227	-0.474	246.46	1.243	0.68	1.551	0.988	-1.136	-1.082	23	1
1987-04-13	1.018	0.86	0.894	0.057	0.135	86.44	-0.153	-0.859	0.133	-0.513	0.609	139.6	0.552	-0.007	0.566	1.275	-1.395	-0.553	-0.488	258.1	0.643	1.59	1.268	0.111	-0.954	-1.102	30	1
1987-04-14	0.735	1.114	1.1	-0.176	0.399	88.72	0.299	-0.532	0.449	-0.513	0.557	118.89	0.552	-0.154	0.505	0.751	-0.968	-0.696	0.131	253.02	0.823	1.732	1.328	1.658	-0.609	-0.772	56	1
1987-04-15	0.716	1.198	1.168	-0.797	0.575	93.75	0.752	-0.532	0.449	-0.365	-0.063	103.25	0.552	-0.017	0.582	0.777	-0.782	-1.263	-0.935	237.33	1.243	-0.579	1.276	0.758	-0.703	-0.735	14	1
1987-04-16	0.745	0.972	0.962	-1.341	-0.261	98.16	1.204	-0.532	0.385	-0.586	-0.166	123.82	0.552	0.392	0.628	0.223	-0.332	-1.156	-0.841	231.05	1.303	-1.087	-0.021	-0.466	-0.898	-0.81	3	1
1987-04-17	0.469	0.972	0.985	-0.331	0.091	90.01	0.299	-0.287	0.638	-0.439	0.04	107.13	0.131	0.139	0.307	-0.372	-0.031	-0.727	-0.199	235.66	0.583	-0.91	-0.528	-0.651	-0.867	-0.658	0	-1
1987-04-18	0.519	0.521	0.596	-1.418	0.311	101.21	1.656	-0.532	0.385	-0.365	-0.476	105.31	0.131	0.275	0.551	-1.043	0.334	-0.124	-0.975	259.31	-0.167	-1.382	-1.783	-1.252	-0.88	-0.462	0	-1
1987-04-19	0.625	-0.608	-0.297	-0.487	0.575	92.91	0.299	-0.532	-0.247	0.668	-0.063	171.19	-0.711	0.762	0.857	-0.647	0.212	0.794	-0.225	312.86	-0.827	-0.915	-2.462	-1.898	-0.548	-0.086	0	-1
1987-04-20	0.262	-0.185	0.023	0.445	-0.79	78	-0.605	0.204	0.828	0.816	-1.407	51.67	-1.132	0.957	0.795	-0.296	1.119	1.407	-0.266	18.55	-1.757	0.136	-0.064	-1.09	0.206	0.257	0	-1
1987-04-21	-0.043	0.267	0.413	0.445	-0.57	80.98	-0.605	1.023	1.46	0.963	-1.045	60.84	-0.711	0.957	0.582	-0.881	1.062	0.851	0.467	23.87	-0.797	0.284	0.641	1.104	0.55	0.286	0	-1
1987-04-22	-0.129	0.408	0.527	-0.487	-0.658	91.41	0.299	0.286	1.081	0.078	-0.735	82.72	0.131	0.821	0.429	-1.521	0.742	-0.007	-0.004	277.76	-0.197	-0.076	0.125	1.45	0.336	0.133	0	-1
1987-04-23	0.03	-0.241	0.001	-0.487	0.047	91.93	0.752	-0.45	0.575	0.078	-0.528	74.43	-0.29	0.859	0.505	-0.85	0.365	0.703	-0.175	317.81	-0.707	0.349	-0.133	1.219	0.272	0.125	0	-1
1987-04-24	0.015	-0.326	-0.068	-0.176	-0.305	88.16	0.299	-0.532	0.259	0.521	-1.045	37.83	-0.711	0.937	0.658	-0.753	0.841	0.978	-0.192	186.68	-1.217	0.225	-0.013	0.48	0.441	0.358	0	-1
1987-04-25	-0.197	-0.044	0.161	-0.331	-0.834	89.55	0.299	0.532	1.144	0.668	-1.355	61.12	-0.711	0.986	0.505	-0.611	1.416	0.815	-0.101	47.14	-0.917	0.248	-1.869	-0.282	0.462	0.412	0	-1
1987-04-26	0.35	0.097	0.275	-0.176	-0.305	87.89	0.299	0.123	0.954	0.004	-0.063	85.91	0.131	0.762	0.78	-0.016	-0.378	-0.584	0.057	245.87	0.673	0.709	0.108	1.173	-0.17	-0.321	3	1
1987-04-27	0.804	-0.241	0.001	-0.564	-0.085	94.03	0.752	-0.532	0.449	-0.513	0.867	116.81	0.552	0.674	0.841	0.523	-0.618	-1.156	-0.518	237.49	1.033	0.047	1.242	0.873	-0.489	-0.52	0	-1
1987-04-28	0.597	-0.015	0.184	-0.487	-0.394	91.69	0.299	-0.205	0.765	-0.217	-0.425	93.93	0.131	0.567	0.719	-0.316	-0.161	-0.523	-0.615	246.3	0.493	0.254	0.976	-0.351	-0.622	-0.441	0	-1
1987-04-29	0.256	-0.128	0.092	-0.331	-0.129	90.01	0.299	0.041	0.891	0.373	-0.373	66.3	-0.711	0.577	0.505	-1.069	0.392	0.376	-0.867	302.61	-0.347	-0.006	0.649	-0.259	-0.022	0.133	0	-1
1987-04-30	-0.147	0.013	0.207	-0.098	-0.394	87.24	0.299	0.532	1.081	0.89	-1.303	56.3	-0.711	0.821	0.444	-1.084	1.18	0.437	-0.081	49.99	-0.737	0.154	-0.941	0.226	0.397	0.406	0	-1
1987-05-01	-0.428	-0.128	0.069	0.212	-0.482	81.8	-0.153	0.45	0.954	0.89	-0.27	52.76	-0.711	0.83	-0.014	-0.967	1.336	0.422	-0.518	60.92	-0.647	-0.821	-1.706	0.111	0.414	0.411	0	-1
1987-05-02	-0.649	0.182	0.344	0.367	0.487	81.53	-0.153	0.777	1.27	0.816	0.195	62.01	-0.711	0.333	-0.411	-1.267	0.986	0.478	0.158	26.71	-0.317	0.047	-0.983	-0.305	0.211	0.242	0	-1
1987-05-03	0.302	0.154	0.321	-0.564	1.104	92.54	0.299	-0.859	0.259	-0.291	0.402	103.38	0.552	0.197	0.169	0.543	-0.74	-0.844	-0.898	245.78	0.853	0.88	1.148	0.088	-0.622	-0.388	19	1
1987-05-04	0.394	0.069	0.23	-0.642	-0.085	94.31	0.752	-0.614	0.385	0.004	0.454	81.63	0.131	0.489	0.444	-0.062	-0.435	-0.109	0.269	264.85	0.283	1.365	0.598	-0.443	-0.169	-0.011	12	1
1987-05-05	-0.173	-0.044	0.161	-0.72	-0.526	95.14	0.752	0.041	0.954	-0.144	0.609	90	0.131	0.48	-0.014	-0.774	0.174	-0.288	1.132	251.87	0.163	2.015	0.839	1.335	0.237	0.13	26	1
1987-05-06	-0.38	-0.1	0.115	-0.72	-0.658	95.4	0.752	0.941	1.586	-0.513	0.144	100.35	0.552	0.48	-0.441	-0.804	0.7	-0.768	-1.207	198.09	0.643	1.791	0.392	1.012	-0.128	-0.081	2	1
1987-05-07	-0.24	0.239	0.367	-0.953	-1.495	97.68	1.204	0.532	1.27	-0.808	0.454	111.5	0.552	0.606	-0.35	-0.764	0.418	-0.563	-1.429	222.74	0.643	0.946	0.726	0.642	-0.149	-0.121	4	1
1987-05-08	0.066	-0.1	0.115	-0.72	0.091	95.29	0.752	-0.696	0.259	-0.513	0.557	125.15	0.552	0.645	0.185	-0.616	0.091	-0.492	-0.01	240.22	0.343	1.436	0.632	0.504	0.063	0.097	1	1
1987-05-09	0.374	-0.326	-0.068	-0.642	0.796	95.71	0.752	-1.187	-0.183	-0.217	-0.115	151.73	0.131	0.83	0.918	-0.708	0.06	0.243	0.033	279.57	-0.287	-0.295	0.417	0.688	0.292	0.31	0	-1
1987-05-10	0.262	-0.241	0.001	-0.331	0.003	89.47	0.299	-0.941	-0.057	0.225	-0.58	190.13	-0.29	0.908	0.857	-0.784	0.361	0.784	-0.222	322.73	-0.797	0.29	0.409	0.734	0.503	0.45	0	-1
1987-05-11	0.079	-0.411	-0.137	-0.72	2.205	97.72	0.752	-0.859	0.259	0.078	-0.476	64.32	-0.29	0.704	0.719	-1.038	0.46	0.549	-0.575	312.65	-0.557	0.585	0.237	0.896	0.549	0.501	0	-1
1987-05-12	-0.068	-0.806	-0.503	-0.953	0.707	108.66	0.752	-0.368	0.575	0.225	-0.58	68	-0.29	0.85	0.551	-1.241	0.83	0.544	-0.501	184.63	-0.677	-0.23	0.28	0.273	0.549	0.572	0	-1
1987-05-13	-0.266	-0.411	-0.16	-0.797	-0.173	99.3	0.752	0.614	1.397	0.152	-0.735	80.16	0.131	0.704	0.246	-1.455	0.826	0.223	-0.394	173.53	0.043	-0.39	-0.004	0.873	0.584	0.382	1	1
1987-05-14	0.187	-0.27	-0.022	-0.254	-0.438	89.3	0.299	-0.45	0.512	-0.365	-0.063	107.08	0.552	0.558	0.368	-0.387	-0.134	-0.4	-0.306	249.45	0.523	-0.124	0.245	0.642	-0.231	-0.153	1	1
1987-05-15	0.006	-0.241	0.001	0.134	-0.085	82.73	-0.153	-0.041	0.828	0.225	-0.528	72.2	-0.29	0.509	0.337	-1.196	0.464	0.325	0.06	300.14	-0.347	-0.071	0.323	-0.466	0.265	0.408	0	-1
1987-05-16	-0.386	-0.015	0.115	0.989	-0.173	70.97	-1.058	1.023	1.523	0.816	-0.115	63.78	-0.711	0.343	0.001	-1.14	1.127	0.483	-0.162	46.86	-0.497	1.135	-0.175	-0.189	0.489	0.57	0	-1
1987-05-17	-0.211	-0.157	0.023	0.6	0.355	75.52	-0.605	0.123	0.701	0.816	0.764	46.82	-0.711	0.07	0.108	-0.586	-0.047	-0.068	0.739	264.75	0.013	2.358	0.753	1.219	0.385	0.271	53	1
1987-05-18	-0.06	-0.411	-0.183	0.678	0.179	70.55	-0.605	0.204	0.449	1.111	0.35	31.13	-1.132	0.304	0.322	-0.891	0.239	0.366	0.601	295.44	-0.557	1.093	0.443	1.15	0.38	0.464	30	1
1987-05-19	0.082	-0.89	-0.641	0.756	-0.041	52.43	-0.605	0.123	0.322	1.111	-0.166	24.94	-1.132	0.85	0.78	-1.15	0.651	0.595	-0.232	337.42	-0.707	0.148	0.048	0.55	0.684	0.63	36	1
1987-05-20	-0.267	-0.834	-0.526	0.367	0.003	67.37	-0.153	0.286	0.133	1.332	-0.942	22.56	-1.132	0.577	0.429	-0.819	0.677	0.942	-0.007	348.33	-1.067	1.324	-1.053	1.196	0.984	0.754	61	1
1987-05-21	-0.853	-0.608	-0.389	0.756	-0.261	63.65	-0.605	1.023	1.207	1.406	-1.303	46.07	-1.553	0.295	-0.487	-0.433	1.336	1.136	-0.044	32.33	-1.367	1.241	-1.139	0.758	0.954	0.843	1	1
1987-05-22	-1.188	-0.298	-0.16	1.299	0.487	61.13	-1.058	1.268	1.46	1.406	-0.166	50.03	-1.132	0.051	-1.098	-0.423	1.527	0.948	-0.138	47.26	-1.157	1.271	-0.717	-0.282	0.94	0.913	5	1
1987-05-23	-0.822	-1.06	-0.709	0.212	1.941	65.27	-0.153	0.204	0.449	1.111	0.144	30.16	-1.132	0.353	-0.518	-1.058	0.894	0.728	0.114	7.9	-0.797	0.975	-0.322	0.296	0.924	0.831	0	-1
1987-05-24	-0.261	-1.173	-1.099	0.523	1.588	343.13	-0.605	0.286	0.322	1.259	0.144	21.43	-1.132	0.957	0.398	-0.931	0.86	0.851	-0.38	183.73	-1.067	0.207	-0.141	0.827	0.991	0.856	26	1
1987-05-25	-0.088	-1.314	-0.915	-0.021	1.764	53.44	-0.153	-0.041	0.196	1.037	-0.476	20.61	-1.132	1.084	0.857	-0.982	0.894	0.784	-0.168	189.55	-0.947	0.91	-1.078	0.365	1.072	0.889	4	1
1987-05-26	-0.246	-1.144	-0.732	-0.642	0.443	106.32	0.752	-0.532	0.133	0.594	-0.27	25.55	-0.711	0.947	0.444	-1.114	1.009	0.631	-0.767	23.26	-0.737	0.13	-0.743	0.804	0.945	0.851	0	-1
1987-05-27	-0.636	-0.919	-0.572	-0.72	0.047	104.57	0.752	-0.205	0.701	0.078	0.557	77.08	0.131	0.626	-0.334	-1.15	0.414	0.064	0.803	289.35	-0.017	-0.206	-0.339	0.758	0.704	0.615	31	1
1987-05-28	-0.325	-0.749	-0.412	-0.254	-0.085	87.73	0.299	-0.778	0.259	0.078	0.609	64.77	0.131	0.674	-0.197	-0.301	-0.222	-0.252	-0.108	255.92	0.343	0.644	0.753	0.111	0.352	0.497	0	-1
1987-05-29	-0.306	-0.693	-0.366	-0.098	-0.305	84.92	0.299	-0.368	0.638	-0.144	0.609	89.68	0.131	0.957	0.078	-0.636	0.083	-0.461	0.507	243.73	0.343	1.666	0.753	0.457	0.604	0.591	4	1
1987-05-30	-0.259	-0.806	-0.457	-0.409	-0.041	92.39	0.299	-0.205	0.765	-0.291	0.247	96.16	0.131	1.035	0.124	-0.967	0.353	-0.369	-0.42	236.12	0.283	0.75	0.4	0.642	0.413	0.473	5	1
1987-05-31	-0.312	-0.834	-0.503	0.212	-0.261	73.96	-0.153	-0.614	0.385	0.078	0.04	72.18	-0.29	1.054	0.078	-1.17	0.452	0.33	-0.646	298.93	-0.377	0.768	-0.098	-0.859	0.357	0.65	1	1
1987-06-01	-0.596	-0.27	-0.206	1.61	-0.526	55.79	-1.962	0.45	0.828	1.037	-0.683	43.97	-1.553	1.064	0.047	-0.677	1.226	0.907	0.322	37.3	-1.277	0.384	0.065	-0.12	1.157	1.037	0	-1
1987-06-02	-0.484	0.041	0.115	1.377	-0.129	66.04	-1.51	0.614	1.207	0.742	-0.425	62.61	-0.711	0.898	0.139	-1.272	1.024	0.335	-0.279	53.49	-0.497	0.361	0.056	0.48	1.031	0.926	41	1
1987-06-03	-0.45	-0.552	-0.274	0.212	-0.173	77.55	-0.153	-0.696	0.006	0.447	-0.27	19.02	-0.29	0.937	0.215	-1.023	0.654	0.738	0.104	340.92	-0.767	-0.407	-0.021	0.711	1.111	0.928	0	-1
1987-06-04	-0.288	-0.608	-0.389	0.756	0.091	63.48	-0.605	-0.205	-0.183	0.89	-1.045	176.73	-0.711	0.859	0.536	-0.942	0.757	0.845	-0.125	175.49	-1.007	1.04	-0.055	0.665	1.113	0.978	1	1
1987-06-05	-0.14	-0.778	-0.457	-0.409	1.632	93.01	0.299	-0.287	-0.247	0.89	-0.476	354.04	-0.711	0.723	0.658	-0.764	0.312	0.749	-0.652	316.79	-0.947	1.885	-0.545	1.035	1.099	0.922	1	1
1987-06-06	-0.415	-0.89	-0.595	-1.108	1.368	117.93	1.204	-0.696	0.006	0.447	0.247	18	-0.711	0.48	0.108	-1.069	0.784	0.677	-0.588	176.71	-0.827	1.625	-0.752	1.035	0.927	0.894	8	1
1987-06-07	-0.96	-1.003	-0.686	-1.108	0.707	124.52	0.752	0.695	1.081	1.037	0.092	51.95	-1.132	0.304	-0.716	-0.835	1.184	0.815	0.077	34.16	-0.827	0.567	-0.356	-0.559	1.067	1.037	17	1
1987-06-08	-1.429	-0.552	-0.251	-0.098	0.399	84.57	-0.153	0.123	0.954	0.078	1.901	82.09	0.131	0.022	-1.709	-0.911	0.445	-0.594	2.557	248.02	0.703	1.791	1.182	1.196	0.792	0.573	43	1
1987-06-09	-0.92	-0.524	-0.228	-0.797	0.531	100.35	0.752	0.286	0.449	-1.472	1.487	151.42	1.394	0.187	-1.388	0.436	0.27	-1.972	-0.108	200.62	1.722	-0.372	0.065	-0.513	0.076	0.29	5	1
1987-06-10	-0.588	-1.144	-0.778	-0.797	0.663	116.29	0.752	-0.778	-0.057	-0.66	0.815	171.77	0.552	0.811	-0.716	-0.362	-0.081	-0.635	0.262	239.58	0.553	-1.73	-0.494	-1.552	0.043	0.407	0	-1
1987-06-11	-0.74	-1.342	-1.03	0.134	0.355	178.55	-0.153	-1.105	-0.247	0.152	0.505	169.57	-0.29	0.937	-0.731	-0.738	0.091	0.258	0.356	282.29	-0.287	-1.264	0.392	-1.459	0.545	0.806	0	-1
1987-06-12	-1.15	-1.314	-0.87	-0.409	0.003	98.96	0.299	-1.105	-0.057	0.078	-0.373	33.28	-0.29	0.83	-1.052	-1.008	0.395	0.514	0.316	307.95	-0.587	-1.234	-0.373	-0.074	1.069	0.92	0	-1
1987-06-13	-1.507	-1.229	-0.824	-0.409	-0.526	96.89	0.299	-0.696	0.006	0.447	-0.89	21.57	-0.711	0.645	-1.434	-1.099	0.597	0.621	0.185	332.85	-0.827	-1.033	-0.236	1.243	1.277	0.949	0	-1
1987-06-14	-1.652	-1.032	-0.663	-0.797	-0.129	109.61	0.752	-0.859	0.259	-0.291	-0.425	103.59	0.131	0.587	-1.617	-1.475	0.673	-0.124	0.148	236.57	0.073	-1.175	-0.442	0.734	1.221	0.927	0	-1
1987-06-15	-1.212	-0.806	-0.457	-0.564	-0.614	97	0.299	-0.532	0.449	-0.439	-0.425	111.4	0.552	0.85	-1.113	-0.789	0.148	-0.262	0.074	248.42	0.493	-0.532	0.417	0.85	0.932	0.787	0	-1
1987-06-16	-0.919	-0.919	-0.572	0.134	-0.35	74.06	-0.153	-0.941	-0.499	0.004	0.505	297.83	0.131	0.957	-0.884	0.075	-0.538	0.064	0.148	271.73	0.073	0.455	0.804	0.249	0.831	0.823	0	-1
1987-06-17	-1.008	-1.003	-0.686	0.445	0.047	55.03	-0.605	-0.123	-0.499	0.963	0.712	341.02	-1.132	1.015	-0.686	-0.22	-0.066	0.902	1.378	306.65	-0.857	1.212	1.07	0.781	1.31	1.034	6	1
1987-06-18	-0.96	-1.229	-0.824	-0.021	0.091	66.17	-0.153	-0.45	0.133	0.594	0.35	26.16	-0.711	1.23	-0.426	-1.079	0.746	0.667	0.971	156.37	-0.677	1.997	-0.27	0.965	1.481	1.117	1	1
1987-06-19	-0.829	-1.116	-0.709	-0.176	-1.098	80.62	-0.153	0.041	0.638	0.742	-1.148	47.3	-0.711	1.454	-0.136	-0.921	1.237	0.657	0.188	43.5	-0.617	1.206	-0.45	1.266	1.502	1.091	6	1
1987-06-20	-0.511	-0.749	-0.412	-0.487	-1.142	93.93	0.752	0.123	0.891	0.373	-0.735	69.09	-0.29	1.707	0.261	-1.323	1.123	0.172	-0.061	72.44	-0.257	0.254	0.142	1.243	1.325	1.037	18	1
1987-06-21	-1.024	-0.241	-0.068	-1.496	-0.35	109.31	1.656	0.532	1.333	-0.365	1.177	96.35	0.552	1.2	-0.64	-1.394	1.066	-0.084	1.401	99.55	-0.017	1.513	0.667	1.081	1.336	0.989	0	-1
1987-06-22	-1.464	-0.185	-0.022	-1.651	-0.394	111.69	2.109	-0.041	0.828	-0.439	1.022	105.22	0.552	0.655	-1.586	-1.272	0.753	0.064	0.537	180.15	0.043	2.121	1.423	1.127	1.162	0.87	0	-1
