"","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8zh","P850","P_f","P_u","P_v","P_z","Rhum","Shum","clazz"
"7143",-0.878,69.96,-1.058,-0.205,-1.131,-0.07,-0.166,0.131,1.345,1.224,-1.391,-0.272,1.112,0.088,-0.157,1
"5120",0.399,82.81,-0.605,-0.696,0.322,-0.291,-0.373,0.552,0.689,1.982,-1.791,-1.278,-0.397,1.935,-1.34,1
"3639",0.355,34.28,-1.058,-0.696,0.133,0.447,-0.58,-0.711,-0.197,-1.389,0.845,0.269,-0.511,-0.328,1.2,1
"2320",0.619,93.15,0.299,-0.368,0.638,-0.365,1.591,0.131,-0.762,-0.697,0.292,-0.696,1.038,1.727,0.664,1
"2774",0.487,52.03,0.299,-0.205,0.322,0.816,-0.166,-0.711,0.398,-0.901,1.131,0.743,0.06,-1.644,0.829,1
"3183",1.588,251.01,2.561,5.687,-5.302,-2.063,3.864,2.236,-4.411,3.146,-2.549,-1.528,1.862,0.504,1.747,1
"7007",-0.746,78.35,-0.605,-0.532,0.449,0.078,-0.631,0.131,1.544,0.731,-0.991,-0.502,0.38,1.45,-0.397,1
"7795",-0.35,79.64,-0.605,-0.368,0.449,0.447,-0.115,-0.711,-0.289,-0.789,0.152,0.207,0.121,0.386,-0.26,1
"722",0.267,154.82,1.204,0.204,-0.12,-1.62,-0.011,1.394,-1.388,0.004,0.426,-1.6,0.003,-0.443,0.898,1
"5528",-0.526,83.38,-0.605,-0.696,-0.626,-0.513,-0.476,0.552,1.147,2.028,-1.932,-0.829,0.413,-0.097,-1.286,1
"3301",2.029,76.87,0.299,-0.696,-0.563,0.373,0.04,-0.29,0.582,-0.342,-0.184,-0.39,0.289,0.457,0.176,1
"2623",-1.01,81.69,-0.153,0.859,1.523,0.594,-0.787,-0.29,-0.457,-1.257,0.925,0.519,0.447,0.942,0.704,1
"440",-0.658,61.55,-0.605,0.368,0.575,1.185,0.505,-1.132,-0.976,-0.901,0.532,0.672,1.253,1.012,0.911,1
"1770",-0.261,71.58,-1.058,0.777,1.27,0.816,1.074,-0.711,-0.396,-1.47,0.814,0.019,0.985,0.273,0.516,1
"1766",-0.878,53.31,-1.058,1.596,1.586,1.554,-0.528,-1.553,-0.212,-0.067,1.752,1.116,-0.306,-0.328,0.814,1
"2954",0.047,98.02,0.752,-0.859,-0.057,-0.586,-0.063,0.552,-0.197,-1.028,0.403,-0.4,-0.074,-0.212,0.507,1
"2455",-0.79,101.41,0.752,0.123,0.765,0.668,-1.2,-0.711,-0.609,-0.545,1.626,0.565,-0.77,-1.136,1.269,1
"2667",1.148,111.78,1.204,0.859,1.523,-0.439,0.144,0.552,-1.419,-0.855,1.492,0.054,-0.441,0.226,1.402,1
"5654",-1.803,72.84,-2.867,0.204,1.081,-0.07,0.195,0.131,0.032,0.487,-0.458,-1.406,0.793,1.035,-1.122,1
"7707",-0.173,80.41,-1.058,0.45,1.27,0.299,0.195,0.131,0.933,1.123,-1.117,-1.186,0.104,1.241,-0.94,1
"3797",-1.495,292,-0.153,0.859,-1.953,-0.217,-0.115,0.131,0.902,0.787,-1.075,-0.007,0.316,-0.074,0.719,1
"2562",-0.041,328.6,-0.153,-0.696,-0.12,0.521,-0.528,-0.711,0.948,-1.196,0.894,0.514,-1.183,-2.198,1.154,1
"6769",-0.394,85.81,-0.153,-0.205,-0.689,-1.103,-0.528,1.394,1.452,1.799,-1.418,-1.84,-0.609,-0.282,-1.269,1
"6931",0.928,94.18,0.752,-0.941,-0.057,-0.586,-0.321,0.552,-0.35,-0.565,0.102,-0.584,-0.299,-1.875,-0.523,1
"3257",-0.129,53.69,-0.605,-0.696,0.196,0.373,-0.425,-0.29,-0.869,-1.613,0.788,-0.073,0.03,-0.513,1.103,1
"1312",-0.482,88.86,0.299,-1.023,-0.373,-0.439,0.195,0.552,0.154,0.05,-0.496,-0.308,0.719,1.751,0.536,1
"6074",1.28,94.26,1.204,-0.859,0.196,-0.439,-0.27,0.552,0.765,1.423,-1.502,-0.599,-0.757,0.065,-1.527,1
"4268",-0.35,73.1,-0.153,-0.941,-0.499,0.078,-0.166,-0.29,0.612,-1.058,0.315,0.019,0.208,-0.377,0.527,1
"431",-0.658,87.14,0.299,0.859,1.523,0.373,-1.045,-0.29,0.017,-0.682,1.512,0.59,-0.283,1.497,1.011,1
"6815",0.707,71.69,-1.51,1.432,1.902,0.816,-0.115,-0.711,-0.777,-1.343,0.929,0.422,0.252,-0.443,0.099,1
"354",0.487,33.11,-0.605,0.041,0.449,0.89,-0.166,-0.711,-1.556,-1.028,0.925,0.754,0.386,0.388,1.128,1
"3086",2.513,95.78,0.752,0.941,0.196,-2.21,0.867,2.236,-2.304,0.624,0.346,-2.207,-0.417,-0.282,0.278,1
"7319",-1.098,83.58,-0.153,-0.941,0.196,-0.144,0.144,0.131,1.192,-0.108,-0.386,0.325,0.208,-1.713,-0.666,1
"922",0.267,295.37,-0.153,-0.123,0.006,0.963,-0.166,-1.132,-0.09,-0.774,0.898,0.988,-0.014,-0.905,1.226,1
"543",-2.023,66.95,-1.058,0.041,0.575,0.89,-0.993,-1.132,-1.602,-0.372,-0.165,-0.073,0.205,1.15,0.505,1
"4684",0.223,83.38,-0.605,-1.023,0.006,-0.439,-0.476,0.552,1.223,1.051,-1.208,-0.671,-0.256,-1.067,-1.506,1
"4016",-0.614,57.11,-0.153,-1.187,-0.12,-0.365,1.384,0.552,-1.067,-0.464,-0.062,-0.446,0.927,-0.884,1.418,1
"195",2.117,353.83,-5.581,6.669,-0.499,7.163,2.366,-6.606,-2.411,4.427,0.772,6.221,2.141,-0.143,1.455,1
"1267",0.707,254.83,0.752,-0.368,-0.689,-0.808,-0.063,0.973,-2.655,-0.809,0.323,-0.625,0.309,0.388,1.17,1
"4548",-0.305,83.49,-0.153,-0.859,-0.057,0.299,-0.476,-0.29,-0.166,0.599,-0.82,0.764,1.68,0.319,-0.072,1
"918",0.972,311.2,-1.058,-0.45,-0.183,0.742,-0.011,-1.132,-0.533,-1.145,0.75,0.585,-0.266,-0.697,1.109,1
"3452",1.544,328.82,-1.51,-0.368,0.196,0.668,1.022,-0.711,-0.747,-0.83,1.416,0.396,1.082,-0.074,1.354,1
"1002",-0.922,64.16,-0.153,0.204,0.512,1.111,-0.425,-1.132,0.307,-0.575,1.146,1.136,-0.041,0.642,1.154,1
"4694",0.091,89.11,0.299,-0.205,0.765,-0.365,-0.115,0.552,0.536,0.538,-0.797,-0.665,-1.308,-1.944,-2.053,1
"1539",0.179,215.93,0.752,-0.859,-0.436,-0.439,0.764,0.552,-1.617,-0.875,0.411,-0.635,0.749,0.781,1.047,1
"2984",-1.362,87.39,-0.153,0.532,1.144,0.594,-0.166,-0.711,0.475,-0.891,1.371,0.488,0.41,0.988,1.486,1
"324",-0.173,182.47,-0.605,1.105,1.144,1.554,-0.115,-1.553,-0.426,0.36,1.839,1.642,-0.965,-0.189,1.21,1
"2806",0.443,199.87,1.656,-1.187,-0.247,-0.291,-0.27,-0.29,-0.105,-1.302,0.708,0.442,-0.511,0.665,1.034,1
"1810",0.531,330.78,-1.51,-0.287,-0.12,0.89,-0.063,-1.132,0.215,-0.83,1.142,0.835,-0.279,0.226,1.172,1
"2863",-0.305,84.92,0.299,-0.368,0.638,-0.144,0.609,0.131,0.078,-0.636,0.083,-0.461,0.507,0.457,0.604,1
"3006",0.003,90.43,0.299,0.532,1.27,-0.439,-0.373,0.552,-1.602,-1.038,1.104,-0.553,-0.037,-0.005,1.102,1
"2799",1.5,282.19,-0.153,0.941,-1.51,1.259,1.435,-1.132,-1.419,0.019,-0.328,0.922,1.082,1.173,1.143,1
"3044",0.487,299.17,-0.153,0.941,-1.953,0.373,0.764,-0.29,0.383,0.36,-0.706,0.279,0.843,0.319,1.136,1
"1627",-0.614,310.66,0.299,0.204,0.765,0.89,-1.51,-0.711,0.215,-0.525,1.58,0.723,-1.227,-0.559,0.998,1
"7172",1.28,86.17,-0.153,-0.859,0.196,-0.439,-0.218,0.552,0.2,1.682,-1.521,-1.365,-0.037,0.85,-1.398,1
"3705",0.223,88.31,0.299,1.596,2.092,-0.365,0.867,0.552,-1.449,-1.338,1.009,-0.038,1.018,-0.235,0.019,1
"3088",0.267,241.12,0.299,-0.205,0.575,0.447,-0.321,-0.29,0.673,-1.16,1.108,0.437,0.289,-0.582,1.242,1
"7554",1.456,88.51,0.299,-1.187,-0.183,-0.291,-0.373,0.131,0.307,-0.138,-0.359,0.345,0.299,-1.644,-1.064,1
"72",0.047,105.11,1.204,-0.368,0.575,-0.365,1.229,0.552,-1.739,-1.079,0.331,0.182,1.109,2.051,0.886,1
"5684",0.091,90.04,0.299,-0.859,0.133,0.225,-1.045,-0.711,0.704,-0.753,0.422,0.871,-0.444,0.55,0.268,1
"3310",0.531,94.28,0.752,-0.859,0.069,0.225,-0.27,-0.29,-0.808,-0.967,0.247,0.177,-0.135,-0.882,-0.091,1
"6032",-0.57,70.04,-0.605,-0.614,-0.815,-0.365,-0.58,0.552,1.055,1.468,-1.49,-0.793,-1.835,-0.697,-0.857,1
"7294",0.663,94.71,0.752,0.286,1.144,-0.439,0.609,0.552,-0.228,-0.057,-0.226,-0.87,0.561,1.219,-0.719,1
"4642",0.355,67.12,-1.962,1.105,1.207,1.406,-0.58,-1.553,-0.06,-0.718,1.028,1.045,-0.041,0.342,0.025,1
"4319",0.223,85.69,-0.153,-0.696,-0.626,0.225,-0.218,0.131,1.009,1.489,-1.589,-0.323,-0.555,0.965,-1.207,1
"4804",1.016,83.27,-0.605,0.614,0.638,-1.62,0.402,1.815,-0.533,2.993,-1.669,-3.269,-0.777,1.589,-1.7,1
"5546",1.412,71.93,-1.51,-1.023,-0.373,0.152,-0.528,-0.29,0.093,0.924,-1.174,-0.155,-0.733,0.088,-1.401,1
"3508",-0.173,84.81,-0.153,-0.696,0.069,0.447,1.28,-0.711,-0.915,-0.23,-0.302,-0.17,0.763,1.035,0.609,1
"6930",1.5,86.88,0.299,0.614,1.017,-1.325,0.557,1.394,-0.747,-0.092,0.456,-1.446,-0.266,-0.351,-0.175,1
"340",0.047,316.06,-0.605,0.041,-0.373,1.111,-0.425,-1.132,-0.655,-0.55,0.704,1.187,-0.202,-0.674,0.984,1
"7621",-0.394,83.95,-0.153,0.45,1.081,-0.882,1.487,0.973,-0.655,-0.199,0.174,-1.207,0.154,1.033,-0.428,1
"3552",0.707,348.88,-3.319,3.559,0.006,4.358,-0.321,-4.08,-0.609,1.402,1.081,3.183,-0.051,-0.282,1.514,1
"2759",-0.834,272.29,0.752,0.45,-1.447,0.078,-1.51,0.131,-2.151,-0.967,0.346,0.09,-0.864,0.042,1.133,1
"53",6.345,124.65,2.561,2.741,2.155,-2.284,7.12,2.236,-5.083,2.699,3.112,-2.876,4.05,0.527,1.611,1
"1379",-0.702,315.49,-0.153,-0.368,-0.942,0.152,0.195,-0.29,-0.182,-0.952,0.384,0.59,0.235,-0.49,1.1,1
"900",-0.834,80.9,-0.153,1.35,1.46,1.406,-0.838,-1.553,-0.38,0.172,1.839,1.387,-0.461,-0.189,1.28,1
"426",-0.35,87.26,0.299,-0.941,-0.31,0.299,1.384,-0.29,-0.869,-0.809,0.148,-0.038,1.418,1.704,0.877,1
"479",0.135,308.08,-1.058,-0.123,-0.247,1.037,-0.011,-1.132,0.582,-0.84,0.852,0.917,-0.733,-0.582,1.062,1
"7778",0.443,77.18,-1.058,-0.45,0.449,0.373,-0.27,-0.29,0.78,-0.682,0.163,0.58,0.282,0.34,-0.469,1
"4975",-0.878,84.01,-0.153,-0.778,-0.563,-0.513,0.97,0.552,0.093,1.234,-1.292,-0.926,1.331,1.843,-0.021,1
"1022",-1.274,330.71,-1.058,0.204,0.133,1.259,-2.285,-1.553,-0.716,-0.596,1.089,1.096,-1.005,-0.143,1.407,1
"5027",1.412,87.84,-0.153,-0.696,0.259,-0.586,0.092,0.552,-0.808,1.489,-1.429,-1.161,-0.605,0.711,-1.572,1
"4218",1.28,350.86,-1.51,1.841,-2.142,1.701,2.056,-1.553,-2.762,1.067,-1.064,1.203,0.712,0.363,1.416,1
"5452",1.104,96.04,1.204,-0.123,0.133,-1.251,-0.011,1.394,-0.136,1.021,-0.957,-1.288,-1.499,-1.39,-1.632,1
"3533",-0.261,299.1,-1.058,0.45,-1.194,1.037,-0.528,-1.132,-0.258,-0.159,0.014,1.223,0.521,-0.513,1.568,1
"4845",0.047,56.95,-1.51,0.123,0.449,1.111,-0.735,-1.132,0.673,-0.53,0.875,1.254,-0.457,0.065,0.062,1
"4371",-0.658,86.5,-0.153,-0.859,-0.626,-0.07,-0.115,0.131,0.429,1.199,-1.376,-0.155,0.161,0.896,-0.915,1
"872",0.487,94.85,0.299,-0.041,0.891,0.152,0.867,-0.29,-0.64,-0.616,0.033,-0.344,0.769,1.196,0.558,1
"2546",-1.186,97.43,0.752,0.859,1.523,0.373,0.144,-0.711,-0.105,-0.555,1.622,0.575,0.709,0.965,1.745,1
"2793",2.557,151.06,0.752,0.695,1.27,0.373,3.347,-0.29,-1.983,0.136,2.003,0.116,2.45,0.296,1.359,1
"7789",-1.186,95.97,1.656,0.695,0.006,-2.063,-0.476,2.236,-0.105,1.946,-1.338,-2.202,-2.571,-0.214,-1.556,1
"1445",0.663,318.83,-2.867,3.969,-3.28,3.03,1.177,-3.238,-0.945,2.399,-1.692,2.428,0.504,0.804,0.888,1
"3688",-0.526,29.03,-0.605,-0.778,-0.499,0.299,-0.063,-0.29,1.009,-0.799,0.224,0.56,0.084,0.688,1.264,1
"608",1.412,240.78,0.752,-0.696,-0.689,-0.291,1.435,0.131,-0.197,-1.17,0.418,-0.022,0.813,-1.529,0.643,1
"6178",1.016,94.97,0.752,0.041,0.828,0.447,-0.321,-0.711,-0.044,-0.301,-0.031,0.942,-0.541,-0.905,-0.842,1
"5312",-1.451,83.49,-0.605,-0.287,-0.057,-1.103,-0.735,0.973,0.933,1.682,-1.395,-1.681,-1.109,-0.189,-1.294,1
"7291",0.135,91.29,0.299,-0.368,0.069,-1.029,0.402,1.394,0.505,1.453,-1.174,-1.722,0.238,1.196,-1.25,1
"3763",0.311,87.59,-0.153,-0.041,0.069,1.037,0.764,-1.132,-1.541,-1.008,1.039,0.687,0.974,0.411,1.411,1
"5999",-0.834,91.18,0.752,-0.778,0.133,-0.66,0.144,0.552,0.261,0.157,-0.584,-0.267,0.746,0.18,-0.964,1
"1748",-0.922,100.1,0.299,0.532,-1.574,0.447,-0.373,-0.711,-0.899,-0.077,-0.29,0.764,0.208,1.104,0.828,1
"2331",1.588,31.5,-1.962,1.268,1.017,1.775,3.399,-1.553,-2.823,0.019,1.767,1.024,2.689,0.573,1.217,1
"7417",1.456,95.78,1.204,-0.205,0.638,-0.734,-0.011,0.552,-0.548,0.446,-0.675,-0.808,-1.819,-1.529,-1.751,1
"6347",0.223,82.86,-0.153,1.105,-1.953,-1.029,-0.373,0.973,1.498,1.911,-1.807,-1.007,-0.696,-1.021,-0.76,1
"7314",-0.305,80.62,-0.605,0.041,0.954,-0.144,0.299,0.131,0.124,-1.155,0.392,-0.109,-0.814,-0.005,-0.527,1
"6998",-0.526,85.4,-0.153,-0.696,0.322,-0.144,-0.58,0.552,1.131,0.228,-0.652,-0.155,-0.219,-0.974,-1.153,1
"2792",2.381,106.87,0.299,0.123,0.828,0.299,2.572,-0.29,-1.831,-0.514,1.63,0.335,1.727,0.319,1.345,1
"3527",-0.966,83.11,-0.153,-0.205,0.133,0.89,-0.787,-1.132,0.322,-0.875,1.024,0.866,-0.508,0.273,1.41,1
"3638",1.324,25.71,-0.605,-0.123,-0.183,0.963,-1.148,-1.132,0.475,-0.957,0.719,0.774,-0.41,-1.436,0.977,1
"1209",0.091,61.43,-1.058,0.368,0.512,1.259,-0.476,-1.553,-0.197,-0.57,0.803,1.203,0.386,0.388,0.357,1
"3315",0.796,139.08,1.204,-1.105,-0.057,-0.365,0.299,0.131,-0.67,-1.069,0.917,0.662,-0.175,-2.129,-0.115,1
"3101",1.368,239.08,0.752,-0.696,-0.499,0.225,2.211,-0.711,-0.854,-1.114,0.887,0.187,2.396,-0.351,1.276,1
"5530",-0.041,79.33,-1.51,0.123,-0.31,-1.546,0.867,1.394,0.49,3.121,-2.138,-2.804,-0.323,1.52,-1.372,1
"1723",-1.407,64.34,-0.153,0.614,-1.763,0.152,-0.58,-0.29,-0.441,0.945,-1.186,0.008,0.83,0.226,0.566,1
"2482",0.003,264.97,0.299,0.041,-1.321,-0.365,-0.166,0.131,-0.823,-0.586,-0.039,0.024,0.262,-0.097,1.108,1
"265",0.223,88.21,0.299,-0.45,0.449,0.225,0.144,-0.29,-0.029,-0.326,-0.096,0.754,-1.254,-1.831,-0.654,1
"4182",-0.658,90.79,0.299,-0.45,-0.31,-1.029,-0.27,0.973,-1.251,-0.845,0.205,-0.262,-0.787,-1.37,-0.451,1
"4616",0.003,90.48,0.299,0.695,0.765,-1.694,0.35,1.815,0.444,1.814,-0.938,-2.615,0.443,0.596,-1.734,1
"2684",-0.085,277.35,-0.605,4.05,-4.354,0.225,0.35,-0.29,-1.709,1.875,-1.864,0.335,-0.209,-0.074,1.331,1
"1580",-1.627,290.73,-1.51,3.478,-3.849,0.89,-0.528,-1.132,-0.548,2.993,-2.725,0.034,-0.309,1.035,0.406,1
"103",-0.658,155.28,-0.605,1.268,1.207,1.701,-0.942,-1.553,0.566,0.096,1.854,1.279,-1.032,-1.044,1.342,1
"661",2.513,74.19,-0.605,-0.205,-0.689,-1.103,4.329,0.552,-3.678,0.182,-0.134,-1.385,3.821,1.658,1.105,1
"2949",0.267,94.94,0.752,0.45,-1.068,-1.398,-0.631,1.394,0.811,0.65,-0.808,-0.941,-0.515,-1.921,-0.157,1
"3387",0.223,92.21,0.299,0.532,1.333,-0.217,-0.528,0.131,-0.502,-1.424,0.632,0.09,-0.817,0.365,0.079,1
"2928",0.928,64.9,0.299,-1.105,-0.057,0.078,-0.631,-0.29,0.673,-1.155,1.131,0.432,-0.726,-0.836,1.256,1
"1962",-0.129,108.5,0.752,-0.45,0.512,-0.365,-0.115,0.131,0.597,-1.501,0.837,0.029,0.084,0.619,0.759,1
"873",-0.614,94.41,0.752,1.432,2.029,-0.07,0.66,0.131,-1.449,-1.099,1.302,0.003,-0.017,0.249,0.699,1
"7215",0.355,90.98,0.299,-0.041,-1.131,-0.66,-0.063,0.552,0.948,1.763,-1.803,-0.216,-1.029,-1.344,-1.307,1
"1094",-1.054,83.78,-0.153,-0.614,-0.31,0.521,-0.528,-0.711,-0.044,-0.703,0.357,0.856,-0.42,-0.513,0.048,1
"5825",1.588,95.73,1.204,-0.532,-0.436,-0.882,-0.063,0.973,0.811,1.067,-1.216,-0.686,-0.299,-0.443,-1.295,1
"1658",1.236,252.51,1.204,-0.041,-1.194,-0.513,1.591,0.131,-1.846,-0.697,0.144,-0.318,1.59,1.196,1.269,1
"2976",-0.878,187.34,-1.058,0.286,-1.005,1.111,0.557,-1.132,-1.388,0.228,-0.237,1.387,1.828,0.273,1.247,1
"7489",-0.482,86.76,-0.153,0.45,1.27,-0.07,0.609,0.131,0.398,0.07,-0.477,-0.206,1.677,-0.074,-0.774,1
"5766",-0.041,97.9,1.204,-0.859,0.259,-0.291,0.247,0.131,0.353,0.767,-1.06,0.008,0.769,0.827,-1.059,1
"2493",1.456,155.47,3.918,4.132,0.069,-5.089,2.366,4.341,-1.861,3.665,0.67,-5.377,0.43,-0.305,0.694,1
"5219",1.412,83.21,-0.605,-1.35,-0.183,-0.144,1.177,0.131,-0.212,0.375,-0.713,-0.043,1.529,0.365,-0.83,1
"1763",-0.658,64.06,-1.058,1.677,1.902,1.185,-0.373,-0.711,-0.075,-0.819,1.393,0.57,0.363,-0.49,0.834,1
"6118",0.003,90.03,0.299,-0.696,0.385,0.004,0.195,0.131,0.139,-0.535,0.113,0.805,-0.081,-2.083,-0.525,1
"960",0.267,93.43,0.752,-0.287,-1.068,-0.144,-0.425,0.131,1.284,0.065,-0.523,0.304,-0.273,-1.621,-0.366,1
"7622",0.267,90.88,0.299,-0.859,-0.183,-0.66,0.557,0.552,0.093,-0.586,-0.028,-0.211,0.094,-1.117,-0.671,1
"3906",-0.35,157.75,2.561,3.478,1.713,-3.908,-0.528,3.92,-1.251,0.98,1.355,-2.442,-1.22,-0.515,0.688,1
"4217",-0.438,236,1.204,1.35,-2.206,-0.66,-1.2,0.552,-2.06,-0.133,-0.34,-0.318,-0.609,-1.324,1.022,1
"627",2.425,208.26,3.013,2.905,-2.206,-3.17,3.296,3.078,-2.38,2.373,-1.113,-3.141,1.879,1.658,1.075,1
"153",-0.129,96.82,1.204,0.123,0.638,-1.103,2.004,0.973,-1.113,0.101,-0.138,-1.288,1.132,1.704,0.49,1
"1820",-0.217,241.73,0.299,-0.941,0.069,0.152,-0.166,-0.29,0.398,-1.104,1.268,0.299,-1.103,-0.189,0.962,1
"7591",0.135,79.06,-1.058,0.204,1.081,-0.07,1.746,0.131,-0.563,-0.153,-0.081,-1.002,1.23,0.64,-0.86,1
"4124",-0.658,227.81,0.752,0.123,-0.183,-1.103,-1.303,0.552,-2.228,-0.997,0.837,-0.701,0.228,-0.677,1.02,1
"7747",-1.23,91.35,0.752,-0.205,-1.131,-0.513,0.402,0.552,0.628,1.402,-1.517,-0.278,0.685,0.178,0.034,1
"3396",-0.085,71.34,-0.605,0.777,1.397,0.594,0.195,-0.711,-0.579,-1.399,0.94,0.279,0.548,-0.42,0.517,1
"4843",0.752,62.83,-1.058,0.286,0.385,1.259,-1.097,-1.132,1.147,-0.352,0.868,1.443,-0.115,-0.744,-0.065,1
"466",0.399,324.33,-0.605,0.45,0.575,1.332,-1.097,-1.553,-0.93,-0.296,1.519,1.142,-0.75,-1.021,1.074,1
"3664",0.091,181.74,-0.605,-0.45,-0.626,0.521,-0.115,-0.711,0.2,-0.997,0.372,0.493,0.215,-0.005,1.274,1
"5507",-0.966,74.22,-1.058,-0.532,0.449,-0.291,-0.942,0.552,0.719,-0.525,0.079,-0.671,-0.074,0.088,-0.116,1
"1418",0.267,333.32,-1.058,1.023,-0.373,2.07,0.609,-1.975,-0.014,0.253,0.803,2.025,0.134,0.388,1.169,1
"3233",-1.362,25.12,-1.51,0.204,0.006,1.259,-1.303,-1.132,1.147,-0.769,0.917,1.004,-0.716,0.065,1.292,1
"6209",0.575,90,0.299,-0.614,-0.752,-0.365,0.764,0.131,-0.06,-0.276,-0.279,0.121,-0.968,-2.66,-1.246,1
"4540",-0.438,74.06,-1.058,0.123,0.891,0.447,-0.425,-0.29,0.215,0.065,-0.515,-0.288,-0.162,1.45,-0.433,1
"6321",1.192,90.53,0.299,0.532,1.081,-1.177,0.505,0.973,-0.808,0.37,-0.066,-1.686,-1.076,-0.466,-1.25,1
"1698",0.972,331.54,-2.415,2.086,-1.447,2.661,0.195,-2.396,-1.281,0.767,-0.039,2.29,-0.303,-0.143,1.128,1
"4021",-0.35,80.63,-0.153,-0.778,0.322,-0.217,-0.011,0.131,-0.166,-1.506,0.761,0.223,-0.175,-2.223,0.552,1
"5379",-0.746,69.45,-1.51,-1.105,-0.12,0.078,0.815,-0.29,-0.563,0.807,-1.026,-0.614,0.887,1.958,-0.171,1
"3560",0.752,333.05,-0.153,0.45,0.701,1.185,0.919,-1.553,-1.144,-0.225,1.5,1.264,1.048,0.249,1.15,1
"983",-0.57,70.07,-1.51,3.068,2.724,2.07,-0.063,-1.975,-1.159,0.36,2.14,1.157,0.259,-0.189,0.858,1
"251",0.707,94.01,0.752,1.759,2.218,0.299,0.609,-0.29,-1.083,-0.723,1.428,0.611,-0.118,0.942,0.07,1
"4749",-0.57,76.25,-1.058,0.204,0.891,0.594,-0.373,-0.29,-0.38,-0.942,0.258,0.136,0.864,1.635,-0.423,1
"455",0.443,302.62,-0.605,0.041,-0.31,1.185,-0.89,-1.132,-0.136,-0.733,0.822,1.014,-0.551,-0.143,1.196,1
"4791",-0.702,89.02,0.299,0.45,1.27,-0.439,0.66,0.552,-0.09,0.909,-0.991,-1.064,1.737,0.919,-1.012,1
"5275",-1.054,80.97,-0.153,-0.45,0.575,0.004,-0.011,0.552,0.948,0.279,-0.648,-0.451,-0.034,1.219,-0.419,1
"5244",-0.966,98.93,1.204,0.123,1.017,-0.07,0.764,0.131,-0.105,-0.179,-0.34,-0.114,0.255,0.55,-0.716,1
"4770",0.091,95.02,0.752,-0.123,0.638,-0.808,0.402,0.552,-0.09,0.268,-0.431,-1.069,0.198,-0.12,-0.798,1
"6772",-0.966,86.37,-0.153,-0.614,-0.815,-0.291,0.04,0.131,1.024,0.441,-0.82,0.11,0.564,-0.582,-0.836,1
"3142",-0.57,33.36,-1.058,-0.696,-0.373,0.521,-1.045,-0.29,1.009,-0.667,0.033,0.284,-0.289,0.365,0.763,1
"2175",-0.482,308.49,-0.605,-0.614,0.196,0.447,-0.27,-0.29,0.719,-1.552,0.849,0.218,0.138,0.203,1.01,1
"5029",-0.658,95.98,1.656,-0.123,-0.436,-1.251,-1.2,1.394,-0.105,1.555,-1.502,-1.053,-1.933,-1.621,-1.93,1
"3798",-0.041,336.11,-0.605,1.105,-2.016,0.594,0.092,-0.711,0.841,0.924,-1.144,0.447,0.662,1.173,1.016,1
"7797",-0.085,87.33,0.299,0.286,0.954,-0.882,-0.011,0.973,-2.029,0.624,-0.348,-1.61,-0.817,0.779,-0.687,1
"5249",0.928,89.01,0.299,-0.041,0.891,0.225,-0.373,0.131,-0.472,-0.55,-0.069,-0.109,0.309,0.134,-0.586,1
"3953",0.399,77.51,-0.153,-0.532,0.449,-0.365,1.487,0.131,-1.342,-0.911,0.635,-0.722,1.529,1.218,1.02,1
"2440",0.972,91.22,-0.153,-0.205,0.069,-1.177,2.107,0.973,-2.442,0.06,0.35,-1.656,2.033,1.612,1.17,1
"5298",-1.362,77.03,-1.058,-1.023,-0.057,-0.513,-0.373,0.552,0.811,0.757,-1.007,-0.517,-0.38,0.365,-0.603,1
"5772",0.619,90.02,0.299,0.123,0.449,-1.325,0.609,1.394,-0.304,1.036,-0.976,-1.304,-1.261,-0.882,-1.513,1
"1963",-1.01,81.09,0.299,-0.941,0.196,-0.291,-0.528,0.131,1.116,-0.769,0.087,0.121,0.225,0.365,0.711,1
"350",2.645,160.64,2.561,2.577,0.701,-3.539,3.192,2.657,-4.32,1.687,1.843,-3.1,0.978,1.52,1.531,1
"1030",0.003,227.05,1.204,-0.614,-0.563,-0.734,-0.27,0.552,-0.121,-1.257,0.685,-0.16,-0.925,-1.159,0.706,1
"5562",-0.305,83.36,-0.605,1.023,1.586,0.521,0.299,-0.29,-1.067,-1.17,0.616,0.289,1.253,0.573,-0.502,1
"5718",0.267,82.56,-0.153,-1.105,-0.436,-0.07,-0.218,-0.29,1.651,0.065,-0.321,1.039,-0.246,-0.466,-0.661,1
"4353",-0.834,85.5,-0.153,-0.532,-0.815,-0.586,-0.166,0.552,0.719,1.046,-1.235,-0.461,-0.236,-0.305,-0.287,1
"433",1.016,86.93,0.299,1.186,1.523,1.185,0.919,-1.132,-1.266,-0.428,1.393,1.111,0.958,0.55,0.983,1
"2929",-0.173,56.08,0.299,-0.696,0.133,0.373,-1.097,-0.29,0.292,-1.038,1.077,0.59,-1.066,-0.72,1.285,1
"7173",1.588,82.29,-0.605,-1.105,0.006,-0.291,-0.218,0.552,0.124,1.372,-1.388,-0.987,0.191,0.088,-1.408,1
"857",-0.305,97.02,0.752,-0.941,-0.31,0.225,-0.321,-0.29,0.337,-0.987,0.319,0.371,0.228,0.734,0.114,1
"7561",0.972,83.84,-0.605,-0.941,-0.436,-0.365,-0.27,0.552,1.544,1.58,-1.628,-0.553,-0.703,0.455,-1.07,1
